spoStats.statsRow,spoStats.statsColumn,spoStats.statsCluster,opsStats.statsRow,opsStats.statsColumn,opsStats.statsCluster,posStats.statsRow,posStats.statsColumn,posStats.statsCluster,sopStats.statsRow,sopStats.statsColumn,sopStats.statsCluster,ospStats.statsRow,ospStats.statsColumn,ospStats.statsCluster,psoStats.statsRow,psoStats.statsColumn,psoStats.statsCluster
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
