spoStats.statsRow,spoStats.statsColumn,spoStats.statsCluster,opsStats.statsRow,opsStats.statsColumn,opsStats.statsCluster,posStats.statsRow,posStats.statsColumn,posStats.statsCluster,sopStats.statsRow,sopStats.statsColumn,sopStats.statsCluster,ospStats.statsRow,ospStats.statsColumn,ospStats.statsCluster,psoStats.statsRow,psoStats.statsColumn,psoStats.statsCluster
196507680,23980385,3361272215,230164585,60785,51874680,60,5350,40,15731045,8466620,49163345,176012020,161745,20543480,112438785,4885526,421695
