spoStats.statsRow,spoStats.statsColumn,spoStats.statsCluster,opsStats.statsRow,opsStats.statsColumn,opsStats.statsCluster,posStats.statsRow,posStats.statsColumn,posStats.statsCluster,sopStats.statsRow,sopStats.statsColumn,sopStats.statsCluster,ospStats.statsRow,ospStats.statsColumn,ospStats.statsCluster,psoStats.statsRow,psoStats.statsColumn,psoStats.statsCluster
86276590,8605340,1396280110,583230,11060,963250,0,1740,20,3210,14160,12070,30,120,40,16056095,1179476,53255
